,region,room_availability_bs,price,rating,transaction_count,tipe_kos,room_area,is_discount,region_group,Parkir_Motor,Lemari_Baju,WiFi,Bantal,Dapur,AC,K_Mandi_Dalam,Shower,Kloset_Duduk,Meja,Jendela,R_Jemur,TV,Kulkas,Penjaga_Kos,Kursi,R_Tamu,Parkir_Mobil,Parkir_Sepeda,Cermin,Ventilasi,CCTV,Parkir_Motor_&_Sepeda,Guling,Ember_mandi,K_Mandi_Luar,Jemuran,Dispenser,Wastafel,Air_panas,R_Makan,R_Cuci,R_Santai,Kloset_Jongkok,Termasuk_listrik
119,Depok,2.0,835000,0.0,0.0,Kos Putri,8.64,1,Depok,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1
120,Jakarta Timur,0.0,853000,4.9,5.0,Kos Putri,8.8,1,Jakarta,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
121,Jakarta Timur,0.0,853000,4.9,5.0,Kos Putri,8.8,1,Jakarta,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
122,Jakarta Timur,0.0,853000,4.9,5.0,Kos Putri,8.8,1,Jakarta,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
123,Jakarta Timur,0.0,853000,4.9,5.0,Kos Putri,8.8,1,Jakarta,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
124,Jakarta Timur,0.0,975000,4.3,1.0,Kos Campur,9.0,1,Jakarta,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
125,Depok,0.0,745000,4.8,45.0,Kos Putri,8.959999999999999,1,Depok,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
126,Depok,0.0,835000,4.9,9.0,Kos Putri,10.8,1,Depok,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
127,Jakarta Pusat,1.0,1525000,4.6,49.0,Kos Campur,10.0,0,Jakarta,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1
128,Jakarta Pusat,0.0,1275000,4.5,14.0,Kos Campur,10.0,0,Jakarta,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1
129,Jakarta Utara,1.0,1615000,5.0,1.0,Kos Campur,16.650000000000002,1,Jakarta,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1
130,Jakarta Utara,0.0,1140000,0.0,6.0,Kos Campur,12.0,1,Jakarta,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1
131,Jakarta Utara,1.0,1012000,4.6,19.0,Kos Campur,8.75,1,Jakarta,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1
132,Jakarta Utara,2.0,1450000,0.0,0.0,Kos Campur,8.75,1,Jakarta,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1
133,Jakarta Timur,1.0,775000,4.9,8.0,Kos Putra,80.0,1,Jakarta,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1
134,Jakarta Barat,0.0,927500,4.9,36.0,Kos Putra,9.0,1,Jakarta,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1
135,Jakarta Barat,0.0,1070000,4.8,80.0,Kos Campur,6.0,1,Jakarta,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
136,Jakarta Barat,0.0,1307500,4.8,6.0,Kos Campur,6.0,1,Jakarta,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
137,Tangerang Selatan,0.0,623500,4.5,3.0,Kos Putri,6.0,1,Tangerang,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
138,Jakarta Pusat,2.0,1313000,4.6,4.0,Kos Putri,9.0,1,Jakarta,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1
139,Jakarta Pusat,2.0,991000,4.6,13.0,Kos Putri,9.0,1,Jakarta,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1
140,Jakarta Timur,0.0,799250,4.6,63.0,Kos Campur,6.25,1,Jakarta,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
141,Jakarta Pusat,1.0,1450000,4.4,7.0,Kos Campur,12.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
142,Jakarta Pusat,0.0,1355000,5.0,2.0,Kos Campur,9.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
143,Jakarta Pusat,3.0,1325000,4.8,9.0,Kos Campur,10.2,1,Jakarta,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1
144,Jakarta Pusat,0.0,1212500,4.9,18.0,Kos Campur,10.5,1,Jakarta,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1
145,Jakarta Pusat,0.0,825000,5.0,14.0,Kos Campur,7.5,1,Jakarta,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1
146,Jakarta Pusat,1.0,875000,5.0,6.0,Kos Putra,8.4,1,Jakarta,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1
147,Tangerang Selatan,0.0,807000,0.0,0.0,Kos Putri,9.0,1,Tangerang,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
148,Tangerang Selatan,0.0,700000,0.0,0.0,Kos Putri,7.0200000000000005,1,Tangerang,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1
149,Tangerang Selatan,0.0,785000,4.9,35.0,Kos Putri,9.600000000000001,1,Tangerang,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
150,Tangerang Selatan,3.0,825000,4.4,16.0,Kos Putri,7.25,1,Tangerang,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1
151,Tangerang Selatan,0.0,709000,4.3,17.0,Kos Putri,7.25,1,Tangerang,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1
152,Tangerang Selatan,0.0,1625000,4.9,14.0,Kos Campur,10.92,0,Tangerang,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1
153,Tangerang Selatan,2.0,1175000,4.9,12.0,Kos Campur,8.91,0,Tangerang,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1
154,Tangerang Selatan,0.0,1075000,4.8,6.0,Kos Campur,8.959999999999999,0,Tangerang,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1
155,Jakarta Utara,0.0,1313000,4.9,1.0,Kos Campur,10.08,1,Jakarta,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
156,Jakarta Utara,0.0,1221000,4.3,3.0,Kos Campur,12.96,1,Jakarta,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
157,Jakarta Utara,0.0,945000,5.0,4.0,Kos Campur,10.08,1,Jakarta,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1
158,Jakarta Utara,0.0,2605000,4.9,4.0,Kos Campur,4.8,0,Jakarta,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1
159,Jakarta Barat,0.0,1129000,4.8,25.0,Kos Campur,8.100000000000001,1,Jakarta,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
160,Jakarta Barat,2.0,1345000,4.8,42.0,Kos Putra,10.8,1,Jakarta,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1
161,Jakarta Pusat,0.0,1325000,4.6,7.0,Kos Putra,12.0,1,Jakarta,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
162,Jakarta Pusat,0.0,875000,5.0,9.0,Kos Putra,9.0,1,Jakarta,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1
163,Tangerang Selatan,1.0,2200000,0.0,0.0,Kos Putri,16.0,0,Tangerang,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
164,Tangerang Selatan,1.0,2000000,0.0,0.0,Kos Putri,10.240000000000002,0,Tangerang,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
165,Tangerang Selatan,3.0,1500000,0.0,0.0,Kos Putri,9.0,1,Tangerang,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
166,Tangerang Selatan,1.0,1200000,0.0,0.0,Kos Putri,9.0,1,Tangerang,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1
167,Jakarta Selatan,0.0,1350000,5.0,29.0,Kos Putri,8.91,0,Jakarta,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
168,Jakarta Pusat,2.0,1355000,4.5,24.0,Kos Putra,7.0,1,Jakarta,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1
169,Jakarta Timur,0.0,927500,4.8,19.0,Kos Putra,5.670000000000001,1,Jakarta,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1
170,Jakarta Timur,1.0,1165000,5.0,2.0,Kos Putra,9.0,1,Jakarta,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1
171,Tangerang Selatan,0.0,577000,4.8,25.0,Kos Putra,9.0,1,Tangerang,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1
172,Tangerang Selatan,1.0,439000,5.0,9.0,Kos Putra,6.0,1,Tangerang,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1
173,Jakarta Pusat,0.0,1900000,4.8,39.0,Kos Campur,12.25,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1
174,Jakarta Pusat,0.0,1650000,4.8,19.0,Kos Campur,9.0,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1
175,Jakarta Pusat,1.0,1187500,4.6,76.0,Kos Campur,12.25,1,Jakarta,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1
176,Jakarta Selatan,0.0,1405000,4.9,10.0,Kos Campur,8.5,1,Jakarta,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1
177,Jakarta Selatan,0.0,1165000,4.8,10.0,Kos Campur,9.569999999999999,1,Jakarta,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1
178,Depok,0.0,952000,4.9,40.0,Kos Campur,15.0,1,Depok,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1
179,Tangerang Selatan,3.0,853000,0.0,0.0,Kos Putri,9.25,1,Tangerang,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1
180,Tangerang Selatan,0.0,725000,4.9,10.0,Kos Campur,6.6000000000000005,1,Tangerang,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1
181,Tangerang Selatan,3.0,875000,5.0,18.0,Kos Campur,6.6000000000000005,1,Tangerang,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1
182,Tangerang Selatan,3.0,899000,4.9,8.0,Kos Campur,10.319999999999999,1,Tangerang,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1
183,Jakarta Timur,0.0,855000,4.4,10.0,Kos Campur,8.64,1,Jakarta,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1
184,Jakarta Pusat,0.0,1212500,4.5,5.0,Kos Campur,14.0,1,Jakarta,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1
185,Jakarta Pusat,0.0,875000,4.6,50.0,Kos Campur,6.25,1,Jakarta,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1
186,Jakarta Timur,0.0,1105000,0.0,4.0,Kos Campur,7.290000000000001,1,Jakarta,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
187,Jakarta Timur,2.0,835000,0.0,2.0,Kos Campur,7.290000000000001,1,Jakarta,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
188,Jakarta Selatan,0.0,725000,4.9,44.0,Kos Putra,4.4,1,Jakarta,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1
189,Tangerang Selatan,1.0,2003000,0.0,0.0,Kos Campur,25.0,1,Tangerang,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1
190,Tangerang Selatan,0.0,1221000,5.0,2.0,Kos Campur,12.0,1,Tangerang,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1
191,Tangerang Selatan,0.0,1129000,5.0,6.0,Kos Campur,8.64,1,Tangerang,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
192,Tangerang Selatan,0.0,945000,0.0,2.0,Kos Campur,7.290000000000001,1,Tangerang,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1
193,Jakarta Selatan,0.0,1022500,4.4,10.0,Kos Campur,7.5,1,Jakarta,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
194,Jakarta Selatan,2.0,900000,4.6,29.0,Kos Putri,8.75,1,Jakarta,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1
195,Tangerang Selatan,1.0,1025000,0.0,2.0,Kos Putra,9.0,1,Tangerang,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1
196,Tangerang Selatan,0.0,669000,5.0,6.0,Kos Putra,6.0,1,Tangerang,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1
197,Jakarta Pusat,0.0,1475000,4.6,23.0,Kos Putri,8.959999999999999,1,Jakarta,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1
198,Jakarta Pusat,0.0,1640000,4.8,34.0,Kos Putri,9.0,1,Jakarta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Jakarta Pusat,0.0,1865000,4.8,15.0,Kos Putri,13.5,1,Jakarta,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1
200,Depok,0.0,954000,4.5,5.0,Kos Putri,12.0,1,Depok,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1
201,Depok,3.0,920000,0.0,0.0,Kos Putri,7.700000000000001,1,Depok,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1
202,Depok,0.0,966000,0.0,2.0,Kos Putri,12.0,1,Depok,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1
203,Tangerang,0.0,807000,4.6,101.0,Kos Campur,6.0,1,Tangerang,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1
204,Tangerang,1.0,1221000,4.8,50.0,Kos Campur,5.75,1,Tangerang,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1
205,Tangerang,0.0,1405000,4.6,2.0,Kos Campur,7.199999999999999,1,Tangerang,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1
206,Tangerang,3.0,1451000,4.5,27.0,Kos Campur,20.0,1,Tangerang,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1
207,Jakarta Barat,1.0,870500,4.9,55.0,Kos Campur,5.0,1,Jakarta,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
208,Jakarta Barat,0.0,805000,4.8,40.0,Kos Campur,3.2,1,Jakarta,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
209,Depok,1.0,835000,0.0,2.0,Kos Putri,15.75,1,Depok,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1
210,Depok,3.0,745000,0.0,0.0,Kos Putri,9.0,1,Depok,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1
211,Jakarta Pusat,1.0,1975000,0.0,0.0,Kos Campur,8.64,1,Jakarta,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1
212,Jakarta Pusat,0.0,1725000,0.0,0.0,Kos Campur,5.5,1,Jakarta,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1
213,Jakarta Pusat,1.0,1975000,4.6,13.0,Kos Campur,20.0,1,Jakarta,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1
214,Jakarta Pusat,0.0,1690000,4.8,23.0,Kos Campur,9.0,1,Jakarta,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1
215,Jakarta Pusat,3.0,1357500,4.8,57.0,Kos Campur,9.0,1,Jakarta,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1
216,Jakarta Pusat,2.0,1025000,4.8,37.0,Kos Campur,9.0,1,Jakarta,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1
217,Depok,0.0,826000,4.9,50.0,Kos Putra,10.5,1,Depok,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1
218,Depok,1.0,1492000,5.0,3.0,Kos Putra,24.0,1,Depok,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1
219,Depok,0.0,1195000,5.0,2.0,Kos Putra,10.5,1,Depok,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1
220,Jakarta Pusat,1.0,1045000,4.8,84.0,Kos Campur,9.0,1,Jakarta,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1
221,Jakarta Pusat,2.0,1140000,4.6,65.0,Kos Campur,12.0,1,Jakarta,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1
222,Jakarta Pusat,0.0,1710000,4.5,22.0,Kos Campur,9.0,1,Jakarta,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1
223,Jakarta Pusat,2.0,902500,4.6,35.0,Kos Campur,9.0,1,Jakarta,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1
224,Jakarta Pusat,0.0,1757500,4.6,35.0,Kos Campur,12.0,1,Jakarta,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1
225,Jakarta Selatan,0.0,1307500,4.8,8.0,Kos Putri,6.72,1,Jakarta,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
226,Jakarta Selatan,1.0,925000,4.9,12.0,Kos Putra,10.5,1,Jakarta,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
227,Jakarta Timur,0.0,855000,5.0,13.0,Kos Putri,6.75,1,Jakarta,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
228,Tangerang Selatan,0.0,925000,4.9,22.0,Kos Putra,6.48,1,Tangerang,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1
229,Tangerang Selatan,0.0,708560,0.0,1.0,Kos Putra,5.52,1,Tangerang,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1
230,Depok,3.0,1440000,0.0,0.0,Kos Campur,12.25,1,Depok,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
231,Depok,0.0,1288000,0.0,2.0,Kos Campur,9.0,1,Depok,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
232,Depok,0.0,1200000,4.5,12.0,Kos Campur,9.0,1,Depok,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
233,Depok,0.0,900000,0.0,0.0,Kos Campur,9.0,1,Depok,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
234,Tangerang Selatan,1.0,1170000,0.0,0.0,Kos Campur,21.0,1,Tangerang,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1
235,Jakarta Timur,0.0,1355000,4.5,6.0,Kos Campur,5.95,1,Jakarta,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
236,Jakarta Timur,0.0,1355000,4.5,6.0,Kos Campur,5.95,1,Jakarta,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
